name,score,ingredients
"Ilia Color Block High Impact Lipstick, Wild Aster",5,"RICINUS COMMUNIS (CASTOR) SEED OIL*, CAPRYLIC/CAPRIC TRIGLYCERIDE, CANDELILLA CERA/EUPHORBIA CERIFERA (CANDELILLA) WAX/CIRE DE CANDELILLA, CERA CARNAUBA/COPERNICIA CERIFERA (CARNAUBA) WAX/CIRE DE CARNAUBA, PRUNUS ARMENIACA (APRICOT) KERNEL OIL, OLEIC/LINOLEIC/LINOLENIC POLYGLYCERIDES, ORYZA SATIVA (RICE) BRAN EXTRACT, SIMMONDSIA CHINENSIS (JOJOBA) SEED OIL, JOJOBA ESTERS, HYDROXYSTEARIC/LINOLENIC/OLEIC POLYGLYCERIDES, HELIANTHUS ANNUUS (SUNFLOWER) SEED WAX, TOCOPHERYL ACETATE, HELIANTHUS ANNUUS (SUNFLOWER) EXTRACT, CAPRYLYL GLYCOL, ETHYLHEXYLGLYCERIN, TOCOPHEROL, BUTYROSPERMUM PARKII (SHEA) BUTTER, CAMELLIA OLEIFERA SEED OIL, AROMA, MANGIFERA INDICA (MANGO) SEED BUTTER, ROSA CANINA FRUIT OIL, ROSMARINUS OFFICINALIS (ROSEMARY) LEAF EXTRACT, THEOBROMA CACAO (COCOA) SEED BUTTER, VITIS VINIFERA (GRAPE) SEED OIL, RUBUS IDAEUS (RASPBERRY) SEED OIL, ACACIA DECURRENS FLOWER CERA/WAX, POLYGLYCERIN-3, BENZYL ALCOHOL, BENZYL BENZOATE, CITRONELLOL, GERANIOL, LIMONENE, LINALOOL , [+/-: TITANIUM DIOXIDE (CI 77891), IRON OXIDE (CI 77491, CI 77492, CI 77499), RED 7 LAKE (CI 15850), YELLOW 5 LAKE (CI 19140), RED 30 LAKE (CI 73360), RED 28 LAKE (CI 45410), RED 22 LAKE (CI 45380), MANGANESE VIOLET (CI 77742)."
"OFRA Cosmetics Long Lasting Liquid Lipstick, Spell",5,"Mica, Cyclopentasiloxane, Isododecane, Tridecyl Trimellitate, Cyclohexasiloxane, Disteadimonium Hectorite, Hydrogenated Polydecene, Bis-Diglyceryl Polyacyladipate-2, Methicone, Titanium Dioxide, Tricaprin, Hydrated Silica, Aluminum Hydroxide, Aluminum Starch Octenylsuccinate, Talc, Hydrogenated Polybutene, Aroma, Propylene Carbonate, Phenoxyethanol, Tocopheryl Acetate, Aloe Barbadensis Leaf Extract, Cyclotrisiloxane, Ethylhexyglycerin., May Contain: CI 77492, CI 77891, CI 77491, CI 17200, CI 15850, CI 77499, CI 45410, CI 77015, CI 42090, CI 75470."
"OFRA Cosmetics Long Lasting Liquid Lipstick, Staten Island",5,"Mica, Cyclopentasiloxane, Isododecane, Tridecyl Trimellitate, Cyclohexasiloxane, Disteadimonium Hectorite, Hydrogenated Polydecene, Bis-Diglyceryl Polyacyladipate-2, Methicone, Titanium Dioxide, Tricaprin, Hydrated Silica, Aluminum Hydroxide, Aluminum Starch Octenylsuccinate, Talc, Hydrogenated Polybutene, Aroma, Propylene Carbonate, Phenoxyethanol, Tocopheryl Acetate, Aloe Barbadensis Leaf Extract, Cyclotrisiloxane, Ethylhexyglycerin., May Contain: CI 77492, CI 77891, CI 77491, CI 17200, CI 15850, CI 77499, CI 45410, CI 77015, CI 42090, CI 75470."
"Origins Blooming Bold Lipstick, Peach Petal",5,"ricinus communis (castor) seed oil, caprylic/capric triglyceride, trioctyldodecyl citrate, euphorbia cerifera (candelilla) wax/candelilla cera/cire de candelilla, diisostearyl malate, beeswax/cera alba/cire d'abeille, bis-diglyceryl polyacyladipate-2, polyethylene, cymbopogon martini oil*, pelargonium graveolens flower oil*, rosa damascena flower oil*, geraniol, citronellol, linalool, citral, farnesol, silica, carthamus tinctorius (safflower) seed oil, honey/mel/miel, lavandula angustifolia (lavender) flower wax, jasminum officinale (jasmine) flower wax, citrus aurantium amara (bitter orange) flower wax, narcissus poeticus flower wax, helichrysum angustifolium wax, lavandula angustifolia (lavender) flower powder, polianthes tuberosa flower wax, ormenis multicaulis flower wax, rosa damascena flower wax, rosa centifolia flower wax, nymphaea caerulea flower extract, glycyrrhiza glabra (licorice) root extract, hibiscus sabdariffa flower extract, rosa centifolia flower powder, corylus avellana (hazel) seed oil, passiflora edulis seed oil, acacia dealbata flower wax, astrocaryum murumuru seed butter, jasminum officinale (jasmine) flower powder, lecithin, stearoxymethicone/dimethicone copolymer, tocopheryl acetate, butylene glycol, tin oxide, calcium sodium borosilicate, alumina, pentaerythrityl tetra-di-t-butyl hydroxyhydrocinnamate, [+/- mica, iron oxides (ci 77491), iron oxides (ci 77492), iron oxides (ci 77499), red 7 lake (ci 15850), titanium dioxide (ci 77891), red 28 lake (ci 45410), blue 1 lake (ci 42090), bismuth oxychloride (ci 77163), manganese violet (ci 77742), red 27 (ci 45410), red 21 (ci 45380), yellow 6 lake (ci 15985), red 6 (ci 15850), red 30 lake (ci 73360), red 22 lake (ci 45380), yellow 5 lake (ci 19140), red 33 lake (ci 17200)]"
"Yves Saint Laurent Vinyl Cream Lip Stain, 414 - Rave Orange",5,"Water, Octyldodecanol, Trimethylsiloxyphenyl Dimethicone, Ethylcellulose, Synthetic Wax, Cetyl Alcohol, Alcohol, Polybutene, Glyceryl Stearate, Behenyl Alcohol, Steareth-20, Phenoxyethanol, Sodium Laurylsulfate, Glyceryl Stearate Citrate, Disodium Ethylene Dicocamide Peg-15 Disulfate, Hydroxypropyl Guar, Calciumaluminum Borosilicate, Synthetic Fluorphlogopite, Stearyl Alcohol, Myristyl Alcohol, Magnesium Silicate, Calcium Sodium Borosilicate, Aluminum Hydroxide, Sodium Saccharin, Alumina, Benzyl Alcohol, Silica, Tin Oxide, Anise Alcohol, Fragrance, May Contain: Ci 77891/Titanium Dioxide, Ci 15850/Red 7, Ci 77491, Ci 77492, Ci 77499/Iron Oxides, Ci 15985/Yellow 6, Ci 17200/Red 33, Ci 15510/Orange 4, Ci 45410/Red 28, Mica, Ci 19140/Yellow 5, Ci 42090/Blue 1, Ci 75470 /Carmine"
"LipSense Liquid Lip Color, Luv It",5,"Alcohol Denat, Acrylates/Octylacrylamide Copolymer, Isostearyl Alcohol, Silica, PPG-20 Methly Glucose Ether, Parfum, Hydroxypropylcellulose, Butylene Glycol, Aqua, Isodonis Japonicus Leaf/Stalk Extract, Hypericum Perforatum (St. John's Wort) Flower/Leaf/Stem Extract, Paeonia Suffruticosa (Tree Peony) Extract, Tilia Cordata (Linden) Extract, Citronellol, Limonene +/- may contain : CI 77163, CI 77891, CI 77499, CI 77491, CI 77492, CI 45410, CI 17200, CI 15850, CI 19140, CI 42090, CI 45370"
"Lancome L'Absolu Rouge Drama Matte, 508 Purple Temptation",5,"Dimethicone, Bis-Diglyceryl Polyacyladipate-2, Hydrogenated Polyisobutene, Talc, Phenyl Trimethicone, Tridecyl Trimellitate, Hydrogenated Jojoba Oil, Dimethicone Crosspolymer, Paraffin, Isostearyl Isostearate, Microcrystalline Wax, PTFE, Isohexadecane, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Nylon-12, Alumina, Polyethylene, Tin Oxide, Water, Calcium Aluminum Borosilicate, Calcium Sodium Borosilicate, Silica, Aluminum Hydroxide, Magnesium Silicate, Colophonium/Rosin, Propylene Glycol, Hydroxypropyl Tetrahydropyrantriol, Synthetic Fluorphlogopite, Synthetic Wax, Tocopherol, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Geraniol, Hydroxycitronellal, Citronellol, Hexyl Cinnamal, Benzyl Alcohol, Fragrance, May Contain: Red 7 (Ci 15850), Red 7 Lake (Ci 15850), Yellow 6 Lake (Ci 15985), Red 33 Lake (Ci 17200), Red 22 Lake (Ci 45380), Red 28 Lake (Ci 45410), Carmine (Ci 75470), Barium Sulfate (Ci 77120), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Manganese Violet (Ci 77742), Titanium Dioxide (Ci 77891), Mica, Red 6 (Ci 15850), Yellow 5 Lake (Ci 19140), Blue 1 Lake (Ci 42090)"
"Jeffree Star Cosmetics Lip Ammunition, Baby Spice",5,"Ricinus Communis (Castor) Seed Oil, Octyldodecanol, Kaolin, Euphorbia Cerifera (Candelilla) Wax, Polybutene, Myristyl Lactate, Microcrystalline Wax, Copernicia Cerifera (Carnauba) Wax, Cetyl Palmitate, Bis-Diglyceryl Polyacyladipate-2, Hydrogenated Castor Oil, Hydrogenated Polydecene, Synthetic Beeswax, Flavor (Aroma), Tocopheryl Acetate, Synthetic Fluorphlogopite, Ascorbic Palmitate, Tocopherol, Myristyl Alcohol, Mica, BHT, May Contain (+/-) Titanium Dioxide (Cl 77891), Iron Oxides (Cl 77491, Cl 77492, Cl 77499), Red 7 Lake (Cl 15850), Red 28 Lake (Cl 45410), Manganese Violet (Cl 77742)"
"Origins Blooming Bold Lipstick, Nectar-Licious",5,"ricinus communis (castor) seed oil, caprylic/capric triglyceride, trioctyldodecyl citrate, euphorbia cerifera (candelilla) wax/candelilla cera/cire de candelilla, diisostearyl malate, beeswax/cera alba/cire d'abeille, bis-diglyceryl polyacyladipate-2, polyethylene, cymbopogon martini oil*, pelargonium graveolens flower oil*, rosa damascena flower oil*, geraniol, citronellol, linalool, citral, farnesol, silica, carthamus tinctorius (safflower) seed oil, honey/mel/miel, lavandula angustifolia (lavender) flower wax, jasminum officinale (jasmine) flower wax, citrus aurantium amara (bitter orange) flower wax, narcissus poeticus flower wax, helichrysum angustifolium wax, lavandula angustifolia (lavender) flower powder, polianthes tuberosa flower wax, ormenis multicaulis flower wax, rosa damascena flower wax, rosa centifolia flower wax, nymphaea caerulea flower extract, glycyrrhiza glabra (licorice) root extract, hibiscus sabdariffa flower extract, rosa centifolia flower powder, corylus avellana (hazel) seed oil, passiflora edulis seed oil, acacia dealbata flower wax, astrocaryum murumuru seed butter, jasminum officinale (jasmine) flower powder, lecithin, stearoxymethicone/dimethicone copolymer, tocopheryl acetate, butylene glycol, tin oxide, calcium sodium borosilicate, alumina, pentaerythrityl tetra-di-t-butyl hydroxyhydrocinnamate, [+/- mica, iron oxides (ci 77491), iron oxides (ci 77492), iron oxides (ci 77499), red 7 lake (ci 15850), titanium dioxide (ci 77891), red 28 lake (ci 45410), blue 1 lake (ci 42090), bismuth oxychloride (ci 77163), manganese violet (ci 77742), red 27 (ci 45410), red 21 (ci 45380), yellow 6 lake (ci 15985), red 6 (ci 15850), red 30 lake (ci 73360), red 22 lake (ci 45380), yellow 5 lake (ci 19140), red 33 lake (ci 17200)]"
"Ilia Color Block High Impact Lipstick, Amberlight",5,"RICINUS COMMUNIS (CASTOR) SEED OIL*, CAPRYLIC/CAPRIC TRIGLYCERIDE, CANDELILLA CERA/EUPHORBIA CERIFERA (CANDELILLA) WAX/CIRE DE CANDELILLA, CERA CARNAUBA/COPERNICIA CERIFERA (CARNAUBA) WAX/CIRE DE CARNAUBA, PRUNUS ARMENIACA (APRICOT) KERNEL OIL, OLEIC/LINOLEIC/LINOLENIC POLYGLYCERIDES, ORYZA SATIVA (RICE) BRAN EXTRACT, SIMMONDSIA CHINENSIS (JOJOBA) SEED OIL, JOJOBA ESTERS, HYDROXYSTEARIC/LINOLENIC/OLEIC POLYGLYCERIDES, HELIANTHUS ANNUUS (SUNFLOWER) SEED WAX, TOCOPHERYL ACETATE, HELIANTHUS ANNUUS (SUNFLOWER) EXTRACT, CAPRYLYL GLYCOL, ETHYLHEXYLGLYCERIN, TOCOPHEROL, BUTYROSPERMUM PARKII (SHEA) BUTTER, CAMELLIA OLEIFERA SEED OIL, AROMA, MANGIFERA INDICA (MANGO) SEED BUTTER, ROSA CANINA FRUIT OIL, ROSMARINUS OFFICINALIS (ROSEMARY) LEAF EXTRACT, THEOBROMA CACAO (COCOA) SEED BUTTER, VITIS VINIFERA (GRAPE) SEED OIL, RUBUS IDAEUS (RASPBERRY) SEED OIL, ACACIA DECURRENS FLOWER CERA/WAX, POLYGLYCERIN-3, BENZYL ALCOHOL, BENZYL BENZOATE, CITRONELLOL, GERANIOL, LIMONENE, LINALOOL , [+/-: TITANIUM DIOXIDE (CI 77891), IRON OXIDE (CI 77491, CI 77492, CI 77499), RED 7 LAKE (CI 15850), YELLOW 5 LAKE (CI 19140), RED 30 LAKE (CI 73360), RED 28 LAKE (CI 45410), RED 22 LAKE (CI 45380), MANGANESE VIOLET (CI 77742)."
"Jeffree Star Cosmetics Lip Ammunition, Ice Cream Blvd.",5,"Ricinus Communis (Castor) Seed Oil, Octyldodecanol, Kaolin, Euphorbia Cerifera (Candelilla) Wax, Polybutene, Myristyl Lactate, Microcrystalline Wax, Copernicia Cerifera (Carnauba) Wax, Cetyl Palmitate, Bis-Diglyceryl Polyacyladipate-2, Hydrogenated Castor Oil, Hydrogenated Polydecene, Synthetic Beeswax, Flavor (Aroma), Tocopheryl Acetate, Synthetic Fluorphlogopite, Ascorbic Palmitate, Tocopherol, Myristyl Alcohol, Mica, BHT, May Contain (+/-) Titanium Dioxide (Cl 77891), Iron Oxides (Cl 77491, Cl 77492, Cl 77499), Red 7 Lake (Cl 15850), Red 28 Lake (Cl 45410), Manganese Violet (Cl 77742)"
"Too Faced Metallic Sparkle Lipstick, Pixie Stick",5,"Polybutene, Caprylic/Capric Triglyceride, Calcium Sodium Borosilicate, Polyethylene, Silica, Microcrystalline Wax/Cera Microcristallina/Cire microcristalline, Dipentaerythrityl Hexahydroxystearate, Octyldodecanol, Dicalcium Phosphate, Disteardimonium Hectorite, Tin Oxide, Fragrance (Parfum), Alcohol, Benzyl Alcohol, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Aqua/Water/Eau, Mica, Aluminum Calcium Sodium Silicate, Calcium Aluminum Borosilicate, Synthetic Fluorphlogopite, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491), Red 7 Lake (CI 15850), Blue 1 Lake (CI 42090), Yellow 5 Lake (CI 19140)."
"Jeffree Star Cosmetics Lip Ammunition, Beauty Pageant",5,"Ricinus Communis (Castor) Seed Oil, Octyldodecanol, Kaolin, Euphorbia Cerifera (Candelilla) Wax, Polybutene, Myristyl Lactate, Microcrystalline Wax, Copernicia Cerifera (Carnauba) Wax, Cetyl Palmitate, Bis-Diglyceryl Polyacyladipate-2, Hydrogenated Castor Oil, Hydrogenated Polydecene, Synthetic Beeswax, Flavor (Aroma), Tocopheryl Acetate, Synthetic Fluorphlogopite, Ascorbic Palmitate, Tocopherol, Myristyl Alcohol, Mica, BHT, May Contain (+/-) Titanium Dioxide (Cl 77891), Iron Oxides (Cl 77491, Cl 77492, Cl 77499), Red 7 Lake (Cl 15850), Red 28 Lake (Cl 45410), Manganese Violet (Cl 77742)"
"Lancome L'ABSOLU ROUGE, 377 O Oui!",5,"Pentaerythrityl Isostearate/Caprate/Caprylate/Adipate, Macadamia Ternifolia Seed Oil, Octyldodecyl Stearate, Cera Microcristallina/Microcrystalline Wax/Cire Microcristalline, Peg-45/Dodecyl Glycol Copolymer, Polyglyceryl-3 Beeswax, Hydrogenated Castor Oil Dimer Dilinoleate, Bis-Diglyceryl, Polyacyladipate-2, Tin Oxide, Calcium Aluminum Borosilicate, Calcium Sodium Borosilicate, Methicone, Silica, Alumina, Magnesium Silicate, Hydroxypalmitoyl Sphinganine, Hydroxypropyl Tetrahydropyrantriol, Synthetic Fluorphlogopite, Disteardimonium Hectorite, Polyester-3, Bht, Tocopheryl Acetate, Fragrance, Geraniol, Methyl-2-Octynoate, Hydroxycitronellal, Citronellol, Hexyl Cinnamal, Benzyl Alcohol, May Contain: May Contain/Peut Contenir, Ci 15850/Red 6, Ci 15850/Red 7, Ci 15850/Red 7 Lake, Ci 15985/Yellow 6 Lake, Ci 19140/Yellow 5 Lake, Ci 42090/Blue 1 Lake, Ci 45370/Orange 5, Ci 45380/Red 22, Ci 45380/Red 22 Lake, Ci 45410/Red 28, Ci 45410/Red 28 Lake, Ci 75470/Carmine, Ci 77491, Ci 77492, Ci 77499/Iron Oxides, Ci 77891/Titanium Dioxide, Mica"
"Origins Blooming Bold Lipstick, Pretty Petunia",5,"ricinus communis (castor) seed oil, caprylic/capric triglyceride, trioctyldodecyl citrate, euphorbia cerifera (candelilla) wax/candelilla cera/cire de candelilla, diisostearyl malate, beeswax/cera alba/cire d'abeille, bis-diglyceryl polyacyladipate-2, polyethylene, cymbopogon martini oil*, pelargonium graveolens flower oil*, rosa damascena flower oil*, geraniol, citronellol, linalool, citral, farnesol, silica, carthamus tinctorius (safflower) seed oil, honey/mel/miel, lavandula angustifolia (lavender) flower wax, jasminum officinale (jasmine) flower wax, citrus aurantium amara (bitter orange) flower wax, narcissus poeticus flower wax, helichrysum angustifolium wax, lavandula angustifolia (lavender) flower powder, polianthes tuberosa flower wax, ormenis multicaulis flower wax, rosa damascena flower wax, rosa centifolia flower wax, nymphaea caerulea flower extract, glycyrrhiza glabra (licorice) root extract, hibiscus sabdariffa flower extract, rosa centifolia flower powder, corylus avellana (hazel) seed oil, passiflora edulis seed oil, acacia dealbata flower wax, astrocaryum murumuru seed butter, jasminum officinale (jasmine) flower powder, lecithin, stearoxymethicone/dimethicone copolymer, tocopheryl acetate, butylene glycol, tin oxide, calcium sodium borosilicate, alumina, pentaerythrityl tetra-di-t-butyl hydroxyhydrocinnamate, [+/- mica, iron oxides (ci 77491), iron oxides (ci 77492), iron oxides (ci 77499), red 7 lake (ci 15850), titanium dioxide (ci 77891), red 28 lake (ci 45410), blue 1 lake (ci 42090), bismuth oxychloride (ci 77163), manganese violet (ci 77742), red 27 (ci 45410), red 21 (ci 45380), yellow 6 lake (ci 15985), red 6 (ci 15850), red 30 lake (ci 73360), red 22 lake (ci 45380), yellow 5 lake (ci 19140), red 33 lake (ci 17200)]"
"Lancome L'ABSOLU ROUGE, 379 Attraction",5,"Pentaerythrityl Isostearate/Caprate/Caprylate/Adipate, Macadamia Ternifolia Seed Oil, Octyldodecyl Stearate, Cera Microcristallina/Microcrystalline Wax/Cire Microcristalline, Peg-45/Dodecyl Glycol Copolymer, Polyglyceryl-3 Beeswax, Hydrogenated Castor Oil Dimer Dilinoleate, Bis-Diglyceryl, Polyacyladipate-2, Tin Oxide, Calcium Aluminum Borosilicate, Calcium Sodium Borosilicate, Methicone, Silica, Alumina, Magnesium Silicate, Hydroxypalmitoyl Sphinganine, Hydroxypropyl Tetrahydropyrantriol, Synthetic Fluorphlogopite, Disteardimonium Hectorite, Polyester-3, Bht, Tocopheryl Acetate, Fragrance, Geraniol, Methyl-2-Octynoate, Hydroxycitronellal, Citronellol, Hexyl Cinnamal, Benzyl Alcohol, May Contain: May Contain/Peut Contenir, Ci 15850/Red 6, Ci 15850/Red 7, Ci 15850/Red 7 Lake, Ci 15985/Yellow 6 Lake, Ci 19140/Yellow 5 Lake, Ci 42090/Blue 1 Lake, Ci 45370/Orange 5, Ci 45380/Red 22, Ci 45380/Red 22 Lake, Ci 45410/Red 28, Ci 45410/Red 28 Lake, Ci 75470/Carmine, Ci 77491, Ci 77492, Ci 77499/Iron Oxides, Ci 77891/Titanium Dioxide, Mica"
"LipSense Liquid Lip Color, Apple Cider",5,"Alcohol Denat, Acrylates/Octylacrylamide Copolymer, Isostearyl Alcohol, Silica, PPG-20 Methly Glucose Ether, Parfum, Hydroxypropylcellulose, Butylene Glycol, Aqua, Isodonis Japonicus Leaf/Stalk Extract, Hypericum Perforatum (St. John's Wort) Flower/Leaf/Stem Extract, Paeonia Suffruticosa (Tree Peony) Extract, Tilia Cordata (Linden) Extract, Citronellol, Limonene +/- may contain : CI 77163, CI 77891, CI 77499, CI 77491, CI 77492, CI 45410, CI 17200, CI 15850, CI 19140, CI 42090, CI 45370"
"LipSense Liquid Lip Color, Plum",5,"Alcohol Denat, Acrylates/Octylacrylamide Copolymer, Isostearyl Alcohol, Silica, PPG-20 Methly Glucose Ether, Parfum, Hydroxypropylcellulose, Butylene Glycol, Aqua, Isodonis Japonicus Leaf/Stalk Extract, Hypericum Perforatum (St. John's Wort) Flower/Leaf/Stem Extract, Paeonia Suffruticosa (Tree Peony) Extract, Tilia Cordata (Linden) Extract, Citronellol, Limonene +/- may contain : CI 77163, CI 77891, CI 77499, CI 77491, CI 77492, CI 45410, CI 17200, CI 15850, CI 19140, CI 42090, CI 45370"
"Jeffree Star Cosmetics Lip Ammunition, Unicorn Blood",5,"Ricinus Communis (Castor) Seed Oil, Octyldodecanol, Kaolin, Euphorbia Cerifera (Candelilla) Wax, Polybutene, Myristyl Lactate, Microcrystalline Wax, Copernicia Cerifera (Carnauba) Wax, Cetyl Palmitate, Bis-Diglyceryl Polyacyladipate-2, Hydrogenated Castor Oil, Hydrogenated Polydecene, Synthetic Beeswax, Flavor (Aroma), Tocopheryl Acetate, Synthetic Fluorphlogopite, Ascorbic Palmitate, Tocopherol, Myristyl Alcohol, Mica, BHT, May Contain (+/-) Titanium Dioxide (Cl 77891), Iron Oxides (Cl 77491, Cl 77492, Cl 77499), Red 7 Lake (Cl 15850), Red 28 Lake (Cl 45410), Manganese Violet (Cl 77742)"
"Lancome L'Absolu Rouge Drama Matte, 274 Sensualite",5,"Dimethicone, Bis-Diglyceryl Polyacyladipate-2, Hydrogenated Polyisobutene, Talc, Phenyl Trimethicone, Tridecyl Trimellitate, Hydrogenated Jojoba Oil, Dimethicone Crosspolymer, Paraffin, Isostearyl Isostearate, Microcrystalline Wax, PTFE, Isohexadecane, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Nylon-12, Alumina, Polyethylene, Tin Oxide, Water, Calcium Aluminum Borosilicate, Calcium Sodium Borosilicate, Silica, Aluminum Hydroxide, Magnesium Silicate, Colophonium/Rosin, Propylene Glycol, Hydroxypropyl Tetrahydropyrantriol, Synthetic Fluorphlogopite, Synthetic Wax, Tocopherol, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Geraniol, Hydroxycitronellal, Citronellol, Hexyl Cinnamal, Benzyl Alcohol, Fragrance, May Contain: Red 7 (Ci 15850), Red 7 Lake (Ci 15850), Yellow 6 Lake (Ci 15985), Red 33 Lake (Ci 17200), Red 22 Lake (Ci 45380), Red 28 Lake (Ci 45410), Carmine (Ci 75470), Barium Sulfate (Ci 77120), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Manganese Violet (Ci 77742), Titanium Dioxide (Ci 77891), Mica, Red 6 (Ci 15850), Yellow 5 Lake (Ci 19140), Blue 1 Lake (Ci 42090)"
"LipSense Liquid Lip Color, Hazelnut",5,"Alcohol Denat, Acrylates/Octylacrylamide Copolymer, Isostearyl Alcohol, Silica, PPG-20 Methly Glucose Ether, Parfum, Hydroxypropylcellulose, Butylene Glycol, Aqua, Isodonis Japonicus Leaf/Stalk Extract, Hypericum Perforatum (St. John's Wort) Flower/Leaf/Stem Extract, Paeonia Suffruticosa (Tree Peony) Extract, Tilia Cordata (Linden) Extract, Citronellol, Limonene +/- may contain : CI 77163, CI 77891, CI 77499, CI 77491, CI 77492, CI 45410, CI 17200, CI 15850, CI 19140, CI 42090, CI 45370"
"Tarte Color Splash Lipstick, Weekender",5,"Hydrogenated Polyisobutene, octyldodecanol, polyethylene, aluminum starch octenylsuccinate, phytosteryl/isostearyl/cetyl/stearyl/behenyl dimer dilinoleate, bis-diglyceryl polyacyladipate-2, mica, microcrystalline wax (cera microcristallina) cera microcristallina/microcrystalline wax/cire microcristalline, hydrated silica, kaolin, water/aqua/eau, isohexadecane, silica, squalane, caprylic/capric triglyceride, algae extract, gardenia taitensis flower extract, tocopherol, tocopheryl acetate, tetrahexyldecyl ascorbate, butyrospermum parkii (shea) butter, shorea stenoptera seed butter, cocos nucifera (coconut) oil, hydrogenated olive oil, olea europaea (olive) fruit oil, olea europaea (olive) oil unsaponifiables, candelilla cera/ euphorbia cerifera (candelilla) wax/ cire de candelilla, cera carnauba/ copernicia cerifera (carnauba) wax/ cire de carnauba, hydrogenated polycyclopentadiene, ethylhexyl palmitate, VP /eicosene copolymer, palmitoyl tripeptide-1, tribehenin, sorbitan isostearate, sorbitan oleate, pentaerythrityl tetra-di-t-butyl hydroxyhydrocinnamate, calcium sodium borosilicate, synthetic fluorphlogopite, calcium aluminum borosilicate, tin oxide , lactic acid, benzyl benzoate, citric acid, parfum/fragrance. (+/-): Titanium Dioxide (CI 77891), iron oxides (CI 77491), red 7 lake (CI 15850)."
"Ilia Color Block High Impact Lipstick, Marsala",5,"RICINUS COMMUNIS (CASTOR) SEED OIL*, CAPRYLIC/CAPRIC TRIGLYCERIDE, CANDELILLA CERA/EUPHORBIA CERIFERA (CANDELILLA) WAX/CIRE DE CANDELILLA, CERA CARNAUBA/COPERNICIA CERIFERA (CARNAUBA) WAX/CIRE DE CARNAUBA, PRUNUS ARMENIACA (APRICOT) KERNEL OIL, OLEIC/LINOLEIC/LINOLENIC POLYGLYCERIDES, ORYZA SATIVA (RICE) BRAN EXTRACT, SIMMONDSIA CHINENSIS (JOJOBA) SEED OIL, JOJOBA ESTERS, HYDROXYSTEARIC/LINOLENIC/OLEIC POLYGLYCERIDES, HELIANTHUS ANNUUS (SUNFLOWER) SEED WAX, TOCOPHERYL ACETATE, HELIANTHUS ANNUUS (SUNFLOWER) EXTRACT, CAPRYLYL GLYCOL, ETHYLHEXYLGLYCERIN, TOCOPHEROL, BUTYROSPERMUM PARKII (SHEA) BUTTER, CAMELLIA OLEIFERA SEED OIL, AROMA, MANGIFERA INDICA (MANGO) SEED BUTTER, ROSA CANINA FRUIT OIL, ROSMARINUS OFFICINALIS (ROSEMARY) LEAF EXTRACT, THEOBROMA CACAO (COCOA) SEED BUTTER, VITIS VINIFERA (GRAPE) SEED OIL, RUBUS IDAEUS (RASPBERRY) SEED OIL, ACACIA DECURRENS FLOWER CERA/WAX, POLYGLYCERIN-3, BENZYL ALCOHOL, BENZYL BENZOATE, CITRONELLOL, GERANIOL, LIMONENE, LINALOOL , [+/-: TITANIUM DIOXIDE (CI 77891), IRON OXIDE (CI 77491, CI 77492, CI 77499), RED 7 LAKE (CI 15850), YELLOW 5 LAKE (CI 19140), RED 30 LAKE (CI 73360), RED 28 LAKE (CI 45410), RED 22 LAKE (CI 45380), MANGANESE VIOLET (CI 77742)."
"OFRA Cosmetics Long Lasting Liquid Lipstick, Laguna Beach",5,"Mica, Cyclopentasiloxane, Isododecane, Tridecyl Trimellitate, Cyclohexasiloxane, Disteadimonium Hectorite, Hydrogenated Polydecene, Bis-Diglyceryl Polyacyladipate-2, Methicone, Titanium Dioxide, Tricaprin, Hydrated Silica, Aluminum Hydroxide, Aluminum Starch Octenylsuccinate, Talc, Hydrogenated Polybutene, Aroma, Propylene Carbonate, Phenoxyethanol, Tocopheryl Acetate, Aloe Barbadensis Leaf Extract, Cyclotrisiloxane, Ethylhexyglycerin., May Contain: CI 77492, CI 77891, CI 77491, CI 17200, CI 15850, CI 77499, CI 45410, CI 77015, CI 42090, CI 75470."
